id,req_id,category,formalized_text,feature_group,original_text,assumptions,constraints,dependencies,detail_analysis,priority,validation_criteria
740,REQ-1-052,Functional,"The system shall provide shopping cart functionality allowing customers to add items, remove items, and update the quantity of items in their cart. The cart display must always show an itemized breakdown including the subtotal, all applicable taxes, delivery fees, and the final, payable total amount.",Platform Core System,"The system shall allow customers to add items to the cart, remove items from the cart, and update item quantities. The cart shall display a subtotal, applicable taxes, delivery fees, and a final total amount.",['Tax and delivery fee calculation logic is defined and available.'],[],[],FALSE,high,"['Successfully add an item to the cart.', 'Increase the quantity of the item in the cart and verify the totals update correctly.', 'Remove the item from the cart.', 'Verify the cart correctly displays subtotal, taxes, delivery fee, and total.']"
741,REQ-1-053,Functional,"During the checkout process, the system shall provide two distinct, optional text input fields for the customer: one for 'Special Instructions for the Vendor' (e.g., 'no onions') and one for 'Special Instructions for the Rider' (e.g., 'leave at front door').",Platform Core System,The system shall provide separate text fields for customers to add special instructions for the vendor and for the rider.,[],[],['REQ-1-052'],FALSE,medium,"['Proceed to checkout and verify the presence of two separate instruction fields.', 'Enter text into both fields and place an order.', 'As the vendor, verify the vendor-specific instruction is visible on the order details.', 'As the rider, verify the rider-specific instruction is visible on the task details.']"
742,REQ-1-054,Functional,"The system's payment processing module shall support three payment methods for customers: Unified Payments Interface (UPI), Credit/Debit Cards, and Cash on Delivery (COD).",Platform Core System,"The platform shall support Unified Payments Interface (UPI), Credit/Debit Cards, and Cash on Delivery (COD) as payment methods.",[],"[""Dependent on the payment gateway's support for these methods.""]",['REQ-1-020'],FALSE,high,"['On the checkout screen, verify that UPI, Credit/Debit Card, and COD are presented as options.', 'Successfully complete a test transaction using each of the three methods.']"
743,REQ-1-055,Functional,"The system must perform a final, real-time inventory check for all items in the customer's cart at the exact moment they initiate payment. If any item has become out of stock since it was added to the cart, the payment process must be halted. The system shall then display a notification to the customer, informing them of the unavailable item(s) and prompting them to update their cart.",Platform Core System,"Before processing a payment, the system must perform a final, real-time availability check for all items in the cart. If an item has become unavailable, the transaction shall be halted, and the customer shall be notified with an option to update their cart.",[],[],['REQ-1-054'],FALSE,high,"['Customer A adds the last unit of an item to their cart.', 'Customer B buys that last unit.', 'Customer A proceeds to payment. Verify the payment is blocked.', 'Verify Customer A is shown a message indicating the item is now out of stock and is prompted to remove it from the cart.']"
744,REQ-1-056,Functional,"Upon receiving a successful payment confirmation from the payment gateway for an online transaction, the system shall create an order record and set its initial status to `pending_vendor_acceptance`.",Platform Core System,A successful online payment shall move the associated order to the `pending` state for vendor acceptance.,[],[],"['REQ-1-054', 'REQ-1-077']",FALSE,high,"['Complete a successful online payment.', ""Query the database or API for the newly created order and verify its status is 'pending_vendor_acceptance'.""]"
745,REQ-1-057,NonFunctional,"The system shall implement a stateful reconciliation process for online payments. If a payment is initiated but the confirmation callback from the gateway is not immediately received, the order status shall be set to `payment_pending_confirmation`. All API interactions with the payment gateway for a given transaction must be logged, including the unique transaction ID.",Platform Core System,"To handle integration failures, the system shall implement a stateful reconciliation process: If a payment confirmation callback from the payment gateway fails or is delayed, the order shall be placed in a `payment_pending_confirmation` state. All interactions with the payment gateway API (request, response, callbacks) must be logged with the associated transaction ID.",[],[],['REQ-1-054'],FALSE,high,"['Simulate a payment scenario where the payment gateway callback is blocked or delayed.', ""Verify that the order is created with the status 'payment_pending_confirmation'."", 'Check the system logs and verify that the initial payment request and its transaction ID have been logged.']"
746,REQ-1-058,Functional,"The system shall run a scheduled background job to reconcile orders in the `payment_pending_confirmation` state. This job must periodically query the payment gateway's transaction status API, using the logged transaction ID, to fetch the definitive payment status. Based on the response, the job shall update the order status to either `pending_vendor_acceptance` (on success) or `cancelled` (on failure).",Platform Core System,"A scheduled job shall periodically query the payment gateway's API using the transaction ID to reconcile the final payment status and update the order accordingly, preventing lost orders or financial discrepancies.",['The payment gateway provides a reliable API to query transaction status by ID.'],[],['REQ-1-057'],FALSE,high,"[""Create an order in the 'payment_pending_confirmation' state."", 'Manually trigger the reconciliation job.', 'Verify that the job makes an API call to the payment gateway to check the transaction status.', ""Verify that the order's status is correctly updated based on the API response.""]"
747,REQ-1-059,Functional,"The system shall provide live order tracking for customers. Once an order's status is updated to `In Transit` (picked up by a rider), the customer's order tracking screen must display a map view showing the rider's real-time location. The rider's position on the map must be updated automatically at an interval of 5 to 10 seconds.",Platform Core System,"After an order is picked up by a rider, the customer's order screen shall display a map showing the rider's current position, updating every 5-10 seconds.","[""The rider's device has a stable internet connection and GPS signal.""]",[],['REQ-1-072'],FALSE,high,"['As a rider, pick up an order and start moving.', 'As the customer for that order, open the tracking screen.', ""Verify a map is displayed showing the rider's icon."", ""Verify the icon's position on the map updates periodically to reflect the rider's movement.""]"
748,REQ-1-060,Functional,"The live tracking map shall display pins for the pickup (vendor) and delivery (customer) locations. The location data payload sent from the rider's device must include latitude, longitude, a timestamp, and a GPS accuracy value. If the system stops receiving location updates from a rider, the map shall continue to display their last successfully received location, along with the timestamp of that update.",Platform Core System,"The map shall display the pickup location (vendor) and the delivery location (customer). The location data payload shall include latitude, longitude, timestamp, and accuracy. If the rider's GPS signal is temporarily lost, the map shall display their last known location with a timestamp.",[],[],['REQ-1-059'],FALSE,medium,"['On the tracking map, verify that pins for the vendor and customer addresses are correctly placed.', 'Inspect the WebSocket or API payload for rider location and confirm it contains latitude, longitude, timestamp, and accuracy.', ""Simulate a loss of signal from the rider's device. Verify the map shows the last known location and indicates that the signal is stale via a timestamp.""]"
749,REQ-1-061,NonFunctional,"The end-to-end latency for real-time location updates, measured from the time the rider's device sends a location payload to the time it is rendered on the customer's map, shall be under 2 seconds.",Platform Core System,The latency for location updates from the rider's device to the customer's application shall be under 2 seconds.,[],"[""Dependent on network conditions for both the rider and customer.""]",['REQ-1-059'],FALSE,high,"['Set up a test environment to measure the time difference between a location packet being sent from a test rider device and being received by a test customer device.', 'Verify that this latency is consistently under 2 seconds.']"
750,REQ-1-062,Functional,"After an order's status is changed to `Delivered`, the system shall trigger a prompt in the customer's application, inviting them to rate their experience.",Platform Core System,The system shall prompt the customer to leave a rating after an order is marked as `delivered`.,[],[],['REQ-1-077'],FALSE,medium,"[""Complete an order by marking it as 'Delivered'."", 'Open the customer app and verify that a notification or prompt to rate the order is displayed.']"
751,REQ-1-063,Functional,"The rating system shall allow customers to provide separate feedback for the vendor and the rider. For each, the customer must be able to provide a star rating from 1 to 5 and an optional text review.",Platform Core System,The rating system shall allow separate ratings on a 1 to 5-star scale and optional text reviews for the vendor/products and the rider.,[],[],['REQ-1-062'],FALSE,medium,"['On the rating screen, verify there are two distinct sections: one for the vendor and one for the rider.', 'Verify each section has a 1-5 star selection component and a text input field.', 'Successfully submit a rating with stars for both and a text review for one.', 'Verify the submitted data is stored correctly against the order, vendor, and rider.']"
752,REQ-1-064,Functional,"The system shall automatically calculate and display the average star rating for each vendor on their public-facing profile. The system shall also calculate the average star rating for each rider, which must be visible to Administrators in the admin dashboard.",Platform Core System,"The system shall calculate and display average ratings on vendor profiles and calculate average ratings for riders, which shall be visible to administrators.",[],[],['REQ-1-063'],FALSE,medium,"['Submit several ratings for a vendor.', ""View the vendor's profile as a customer and verify the displayed average rating is calculated correctly."", 'Submit several ratings for a rider.', ""View the rider's profile in the admin dashboard and verify their average rating is calculated correctly.""]"
753,REQ-1-065,Functional,"The vendor dashboard shall display new incoming orders in a dedicated section. Each order must show key details like the list of items, customer information (name, address), and any special instructions. The interface must provide clear 'Accept' and 'Reject' buttons. A configurable timer (defaulting to 5 minutes) shall be displayed, indicating the time remaining for the vendor to take action.",Platform Core System,"The vendor dashboard shall display new incoming orders with details including items, customer info, and special instructions, providing clear 'Accept' and 'Reject' actions. Vendors must accept or reject an order within a configurable time limit (default: 5 minutes).",[],[],['REQ-1-056'],FALSE,high,"['Place a new order.', 'Log in as the vendor and verify the new order appears on the dashboard with all required details and Accept/Reject buttons.', 'Verify a countdown timer is visible and starts from 5 minutes.', 'Verify an admin can change this time limit.']"
754,REQ-1-066,Functional,"When a vendor accepts an order, the system shall require them to select an 'Estimated Preparation Time' from a predefined list of options. This list of time ranges must be configurable by an Administrator, with default values of '10-15 min', '15-20 min', and '20-30 min'. The selected time will be used to update the Estimated Time of Arrival (ETA) for the customer.",Platform Core System,"Upon accepting an order, the vendor must select an 'Estimated Preparation Time' from an administrator-configurable list with default values of '10-15 min', '15-20 min', and '20-30 min', which will be used to provide an updated ETA to the customer.",[],[],['REQ-1-065'],FALSE,medium,"[""As a vendor, click 'Accept' on a new order."", 'Verify a prompt appears requiring the selection of a preparation time from a list.', ""Verify the default options are '10-15 min', '15-20 min', and '20-30 min'."", 'As an admin, modify the list of options and verify the changes are reflected for the vendor.', ""Verify the customer's order ETA is updated after the vendor makes a selection.""]"
755,REQ-1-067,Functional,"If a vendor fails to accept or reject a new order within the configured time limit, the system shall automatically reject the order. A notification of this rejection must be sent to the customer. All rejections, whether manual by the vendor or automatic by the system, must be logged with a reason code for vendor performance tracking.",Platform Core System,"If no action is taken within the time limit, the system shall automatically reject the order and notify the customer. All order rejections (manual or automatic) shall be logged for performance analysis.",[],[],['REQ-1-065'],FALSE,high,"['Place a new order and let the acceptance timer expire.', ""Verify the order status changes to 'Cancelled' or 'Rejected'."", 'Verify the customer receives a notification about the cancellation.', 'Check the system logs or vendor performance metrics to confirm the automatic rejection was recorded.']"
756,REQ-1-068,Functional,"The vendor dashboard shall include a catalog management module. This module must allow vendors to perform CRUD (Create, Read, Update, Delete) operations on their product categories and individual products. The product creation/editing form must include fields for product name, description, price, an image upload, and a numerical stock quantity.",Platform Core System,"The system shall provide an interface for vendors to add, edit, and delete products and categories. For each product, vendors can set the name, description, price, an image, and a numerical stock quantity.",[],[],['REQ-1-006'],FALSE,high,"['As a vendor, successfully create a new product category.', 'Successfully add a new product with all required fields (name, price, stock, etc.) to that category.', 'Successfully edit the details of an existing product.', 'Successfully delete a product.']"
757,REQ-1-069,Functional,"The catalog management module shall support bulk operations for products via a CSV file. Vendors must be able to export their entire catalog to a CSV file. They must also be able to import a CSV file to add or update products. The import process must validate the CSV for required columns and correct data types (e.g., price must be a number). If any rows fail validation, the system must generate and provide a downloadable error report detailing the failed rows and the reason for failure.",Platform Core System,"The system shall support bulk import and export of catalog items via a CSV file format. The CSV import functionality must include data validation for required columns, data types (e.g., price as a number), and provide a downloadable error report for failed rows.",[],[],['REQ-1-068'],FALSE,medium,"['As a vendor, export the current product catalog and verify a valid CSV file is downloaded.', 'Prepare a CSV file for import with one valid row and one invalid row (e.g., text in the price column).', 'Upload the CSV. Verify the valid product is created/updated.', 'Verify the system provides a downloadable error report.', 'Verify the error report correctly identifies the invalid row and the specific error.']"
758,REQ-1-070,Functional,"The system shall allow vendors to manage their store's availability. Vendors must be able to define their opening and closing times for each day of the week. The system shall prevent customers from placing orders from a store outside its set business hours. Additionally, the vendor dashboard must feature a master toggle switch that allows the vendor to immediately set their store status to 'Offline' or 'Online', overriding the scheduled hours.",Platform Core System,The system shall allow vendors to define their daily business hours and prevent customers from placing orders outside these hours. The vendor dashboard shall provide a master switch to immediately take the store offline or bring it back online.,[],[],['REQ-1-044'],FALSE,high,"[""Set a vendor's closing time to 5 PM. At 5:01 PM, attempt to place an order as a customer and verify it is blocked."", ""During business hours, use the master switch to take the store 'Offline'."", 'Verify that customers can no longer place orders from that store.', ""Toggle the switch back to 'Online' and verify that ordering is re-enabled.""]"
759,REQ-1-071,Functional,"The rider application shall feature a status toggle for riders to set themselves as 'Online' (available for work) or 'Offline'. The rider allocation system must only consider riders with an 'Online' status for new tasks. When a task is offered, the rider's screen must display the vendor's name and address, the customer's address, the estimated travel distance, and the earnings for the delivery. The rider must be given 'Accept' and 'Reject' options and a configurable time limit (default: 60 seconds) to respond.",Platform Core System,"The rider application shall have a toggle to set the rider's status to 'Online' or 'Offline'. The system shall only assign new delivery tasks to 'Online' riders. When a new task is offered, the application shall display the vendor's name/address, customer's address, estimated distance, and earnings. The rider shall have the option to 'Accept' or 'Reject' the task within a set time limit (default: 60 seconds).",[],[],['REQ-1-078'],FALSE,high,"[""Set a rider's status to 'Offline'. Create a new order and verify the offline rider is not offered the task."", ""Set the rider's status to 'Online'. Verify they are offered a new task."", 'On the task offer screen, verify all required information (vendor, customer, distance, earnings) is displayed.', 'Verify the accept/reject timer is present and defaults to 60 seconds.', 'Successfully accept a task. Let another task offer time out and verify it is automatically rejected.']"
760,REQ-1-072,Functional,"The rider application shall provide integrated map-based navigation to guide the rider to the pickup location and then to the drop-off location. The application must provide distinct, single-tap buttons for the rider to update the order status sequentially through the key delivery milestones: `Arrived at Store`, `Picked Up`, `Arrived at Destination`, and `Delivered`.",Platform Core System,"The rider application shall provide integrated map navigation to both pickup and drop-off locations. It shall allow the rider to update the order status with single-tap actions for: `Arrived at Store`, `Picked Up`, `Arrived at Destination`, and `Delivered`.",[],"[""Relies on the external mapping service for navigation data.""]",['REQ-1-071'],FALSE,high,"['Accept a task and verify a navigation interface is displayed, initially routing to the vendor.', ""Tap the 'Arrived at Store' button and verify the status updates."", ""Tap the 'Picked Up' button. Verify the status updates and the navigation now routes to the customer."", ""Tap 'Arrived at Destination' and 'Delivered' in sequence, verifying the status updates correctly at each step.""]"
761,REQ-1-073,Functional,"Each time a rider updates the delivery status (e.g., `Picked Up`, `Arrived at Destination`), the system shall automatically send a real-time push notification to the customer, informing them of the new status.",Platform Core System,Each status update shall trigger a real-time notification to the customer.,['The customer has enabled notifications for the application.'],[],['REQ-1-072'],FALSE,medium,"[""As a rider, tap the 'Picked Up' button."", ""As the customer, verify a push notification is received with a message like 'Your order has been picked up'.""]"
762,REQ-1-074,Functional,"The system shall support two distinct, configurable methods for Proof of Delivery (POD). Method 1: Photo Capture, where the rider takes a photo of the delivered package. Method 2: OTP Confirmation, where the rider enters a 4-digit OTP from the customer's app. The default POD method for prepaid orders shall be Photo Capture.",Platform Core System,The system shall support two configurable Proof of Delivery (POD) methods: photo capture and customer OTP confirmation. The default method for prepaid orders shall be capturing a photo of the delivered item at the doorstep.,[],[],['REQ-1-072'],FALSE,medium,"['Verify an admin can configure the POD method for different order types.', 'For a prepaid order, proceed to the final delivery step as a rider. Verify the app prompts for a photo capture.', 'For an order configured for OTP POD, verify the app prompts the rider to enter a 4-digit code.']"
763,REQ-1-075,Functional,The system must securely store the collected Proof of Delivery (either the captured photo or the OTP confirmation event) and associate it with the corresponding order record. This stored POD record must include metadata: a precise timestamp of when the POD was captured and the GPS coordinates of the rider's device at that moment.,Platform Core System,The captured POD (photo or OTP confirmation) shall be stored against the order record with metadata including a timestamp and the GPS coordinates of the capture location.,[],[],['REQ-1-074'],FALSE,high,"['Complete a delivery using photo POD.', 'In the admin dashboard, view the order details and verify the captured photo is present.', ""Verify the photo's metadata includes the correct timestamp and GPS location."", 'Complete a delivery using OTP POD. Verify the order record shows a successful OTP confirmation with the correct timestamp and location.']"
764,REQ-1-076,Functional,"The rider application shall provide comprehensive financial management tools. For COD orders, it must clearly display the exact cash amount to be collected. The app must maintain and display a running total of 'cash-in-hand' from all completed COD orders. A dedicated 'Earnings' section must provide a detailed breakdown of earnings by delivery, tips, and total earnings, with views for daily and weekly periods.",Platform Core System,"For COD orders, the rider application shall clearly display the exact amount of cash to be collected. It shall maintain a running total of 'cash-in-hand' from completed COD orders and provide instructions for the cash remittance process. A dedicated 'Earnings' section shall show a breakdown of earnings per delivery, tips, and total earnings over daily and weekly periods.",[],[],['REQ-1-020'],FALSE,high,"['Accept a COD order and verify the app shows the correct collection amount.', ""Complete the COD order and verify the 'cash-in-hand' total increases by the order amount."", ""Navigate to the 'Earnings' section and verify the delivery fee is listed."", 'Verify the earnings can be viewed as a daily and weekly summary.']"
765,REQ-1-077,Functional,"The system shall manage the order lifecycle using a finite state machine with the following states: `Payment Pending`, `Pending Vendor Acceptance`, `Accepted`, `Preparing`, `Ready for Pickup`, `In Transit`, `Delivered`, `Cancelled`, and `Allocation Failed`. Every transition from one state to another must be recorded in an immutable event log associated with the order. Each log entry must include the timestamp, the new state, and the actor (e.g., customer, vendor, system) responsible for the change.",Platform Core System,"The system shall manage orders through the following discrete states: `Payment Pending`, `Pending Vendor Acceptance`, `Accepted`, `Preparing`, `Ready for Pickup`, `In Transit`, `Delivered`, `Cancelled`, `Allocation Failed`. Every transition in the order state must be recorded in an immutable order event log, capturing the timestamp, the new state, and the actor that triggered the change.",[],[],[],FALSE,high,"['Create an order and trace its state through the entire lifecycle from placement to delivery.', 'Verify the order passes through the correct states in the correct sequence.', 'After the order is complete, inspect its event log and verify that every state transition is recorded with the correct timestamp and actor.']"
766,REQ-1-078,Functional,"The system shall trigger the rider allocation process when a vendor updates an order's status to `Ready for Pickup`. The allocation algorithm must select the most suitable rider by considering multiple factors: rider's proximity to the vendor, rider's current number of active deliveries, the rider's historical performance rating, and the opportunity to batch the order with other deliveries heading in a similar direction. The system must also generate an optimized multi-stop route if orders are batched, using real-time traffic data from the integrated mapping service.",Platform Core System,"The system shall initiate rider allocation when a vendor marks an order as `Ready for Pickup`. The allocation algorithm shall consider rider proximity, current load, performance rating, and potential for order batching with other deliveries in the same direction. The system shall suggest an optimized route based on real-time traffic data from the mapping service.",[],[],['REQ-1-077'],FALSE,high,"[""Mark an order as 'Ready for Pickup'."", 'Verify the system attempts to find a nearby, available rider.', 'In a test scenario with multiple riders, verify the system prioritizes the one that is closer and has a higher rating.', 'In a scenario with two orders going in the same direction, verify the system attempts to assign both to the same rider and provides a batched route.']"
767,REQ-1-079,Functional,"The rider allocation system shall handle re-assignment. If an offered task is rejected by a rider or the acceptance timer expires, the system must immediately offer the task to the next-best available rider. This process shall be repeated up to a maximum of 3 attempts over a 5-minute period. If no rider accepts the task within these limits, the order status must be changed to `Allocation Failed`. This status change must trigger a notification to both the customer and the vendor, and generate a high-priority alert in the administrator dashboard.",Platform Core System,"If an assigned rider rejects the task or their timer expires, the system shall re-assign it to the next best rider. Failure Protocol: If no rider accepts the task after 3 attempts over 5 minutes, the order status shall change to `Allocation Failed`. This shall trigger a notification to the customer and vendor about the failure and create a high-priority alert for an administrator.",[],[],['REQ-1-078'],FALSE,high,"['Offer a task to Rider A and have them reject it. Verify the task is immediately offered to Rider B.', 'Simulate a scenario where 3 riders reject the task over 5 minutes.', ""Verify the order status changes to 'Allocation Failed'."", 'Verify the customer and vendor receive a notification.', 'Verify an alert appears in the admin dashboard for the failed allocation.']"
768,REQ-1-080,Functional,"The administrator dashboard shall provide comprehensive user and service area management. It must allow admins to view, search, and manage all user accounts, with functions to approve pending registrations, suspend, and deactivate accounts. The dashboard must also include a geofencing tool for admins to define operational zones by drawing polygons on a map. The system must enforce these zones by preventing any order where the delivery address falls outside a defined operational area.",Platform Core System,"Administrators shall have a dashboard to view, search, and manage all users (customers, vendors, riders), with actions including approving registrations, suspending accounts, and deactivating accounts. Administrators shall be able to define operational zones using geofencing tools. The system shall prevent orders from being placed for delivery outside these zones.",[],[],['REQ-1-012'],FALSE,high,"['As an admin, search for a user and successfully suspend their account.', 'Approve a pending vendor registration.', 'Use the map tool to draw and save a new operational zone.', 'As a customer, attempt to place an order for delivery to an address outside of any defined zone and verify the action is blocked.']"
769,REQ-1-081,Functional,"The system shall provide two communication channels. First, an in-app chat for active orders, enabling communication between the customer and the vendor, and between the customer and the assigned rider. This chat must support predefined quick-reply templates. Second, a helpdesk module where any user (Customer, Vendor, Rider) can create a support ticket. Administrators must have an interface to view, manage, and respond to these tickets.",Platform Core System,"The system shall provide in-app chat between the customer and the assigned rider, and between the customer and the vendor for an active order. The chat interface shall support predefined quick-reply templates to facilitate common interactions. A dedicated helpdesk module shall allow all users to raise support tickets, which administrators can manage and respond to.",[],[],[],FALSE,medium,"['For an active order, verify the customer can send a message to the vendor and the rider.', ""Verify the chat interface shows quick-reply buttons (e.g., 'I'm on my way')."", 'As a customer, create a support ticket through the helpdesk.', 'As an admin, view the new ticket in the support queue and post a reply.']"
770,REQ-1-082,Functional,"The system shall implement a dedicated financial module based on immutable, double-entry accounting principles to manage all monetary transactions. This module must automatically calculate the platform's commission for each completed order. The calculation inputs (order value, commission rate at the time of transaction) must be stored immutably with the transaction record to ensure auditability.",Platform Core System,"The system shall include a dedicated financial module or microservice to manage the complete settlement lifecycle using immutable, double-entry accounting principles for all transactions. ... The system shall automatically calculate the platform's commission on each order based on a configurable structure, specifically a percentage of the order value. All inputs to the calculation (order value, commission rate) must be stored with the transaction record.",[],[],['REQ-1-033'],FALSE,high,"['For a completed order, inspect the financial transaction records.', 'Verify that corresponding debit and credit entries exist (double-entry).', 'Verify the commission transaction record contains the exact order value and commission percentage used for the calculation.', 'Verify that these transaction records cannot be altered after creation.']"
771,REQ-1-083,Functional,"The financial module shall aggregate net earnings for each vendor by subtracting commissions and other fees from their total sales over a settlement period. The system must process these payouts weekly on a T+2 banking day cycle. The vendor dashboard must provide a feature for vendors to download monthly financial statements in PDF or CSV format, detailing every transaction, the commission applied, and the final payout amounts.",Platform Core System,"The system shall aggregate net earnings for each vendor (total sales minus commissions and fees) and process payouts according to a weekly schedule on a T+2 banking day settlement cycle. Vendors shall be able to download monthly financial statements detailing each transaction, commission, and the final payout amount.",[],[],['REQ-1-082'],FALSE,high,"[""Verify that a vendor's payout amount for a period is correctly calculated as (Total Sales - Total Commissions)."", 'Verify that the payout process is triggered weekly.', 'Log in as a vendor and download a monthly statement. Verify it contains accurate, itemized financial data.']"
772,REQ-1-084,Functional,"The financial module shall calculate total rider earnings, including delivery fees and tips. It must also track and reconcile COD amounts collected by the rider. The rider application must display a clear financial ledger showing all earnings, all COD collected, and the net balance (amount to be paid out to the rider or remitted by the rider). Riders must be able to download weekly earnings statements.",Platform Core System,"The system shall calculate rider earnings (delivery fees, tips) and manage the reconciliation of Cash on Delivery (COD) collections. The system shall provide a clear ledger for riders showing earnings, COD collected, and the net amount to be paid out or remitted. Riders shall be able to download weekly earnings statements.",[],[],"['REQ-1-082', 'REQ-1-076']",FALSE,high,"['Complete several deliveries (prepaid and COD) as a rider.', 'Check the rider ledger and verify that earnings and COD collected are accurately reflected.', 'Verify the net balance is calculated correctly (Earnings - COD Collected).', 'Download a weekly statement and verify its accuracy.']"
773,REQ-1-085,Technical,"The system shall integrate with the RazorpayX bulk payout API to automate weekly fund disbursements to vendors and riders. Every payout attempt made via the API must be logged, and the log must include the outcome of the attempt (e.g., success, failure) and a reason code or message if the payout failed.",Platform Core System,"The system shall integrate with the RazorpayX bulk payout API to automate the disbursement of funds to vendor and rider bank accounts. Every payout attempt and its outcome (success, failure, reason) must be logged.",[],"[""The system is dependent on the RazorpayX API for payouts.""]","['REQ-1-083', 'REQ-1-034']",FALSE,high,"['Trigger a test payout for a vendor or rider.', 'Verify that an API call is made to the RazorpayX service with the correct details.', 'Check the payout logs to confirm the attempt and its outcome were recorded.']"
774,REQ-1-086,NonFunctional,"All user interfaces (mobile apps, web dashboards) shall be designed to be clean, intuitive, and responsive to different screen sizes. The design and implementation shall strive to meet the Web Content Accessibility Guidelines (WCAG) 2.1 Level AA standards to ensure usability for people with disabilities.",Platform Core System,"The User Interface (UI) for all applications shall be clean, intuitive, and responsive... All user-facing interfaces shall strive for compliance with Web Content Accessibility Guidelines (WCAG) 2.1 Level AA.",[],[],[],FALSE,medium,"['Verify the vendor and admin web dashboards render correctly on desktop, tablet, and mobile browser sizes.', 'Run an automated accessibility audit (e.g., Lighthouse, Axe) against the web interfaces and verify they pass WCAG 2.1 AA checks for color contrast, keyboard navigation, and screen reader compatibility.']"
775,REQ-1-087,NonFunctional,"The customer and rider mobile applications shall implement basic offline support. When the device has no internet connectivity, users must still be able to view locally cached data, such as their order history, profile information, or items currently in the cart.",Platform Core System,"The mobile applications shall provide basic offline support, such as viewing cached data (e.g., order history, cart items) when the network is unavailable.",[],[],[],FALSE,low,"['Open the customer app and view order history.', 'Enable airplane mode on the device.', 'Re-open the app and navigate to the order history screen. Verify the previously viewed data is still visible.']"
776,REQ-1-088,NonFunctional,"The system shall be built with internationalization (I18N) support from the ground up, with all UI strings externalized from the code. The initial launch language (L10N) shall be English. All monetary values must be displayed using the Indian Rupee symbol (₹). All dates and times displayed to users must be formatted and presented in the IST (Indian Standard Time) zone.",Platform Core System,"The system shall support localization and internationalization (I18N). Initially, all UI text shall be in English. The system shall correctly display currency in Indian Rupees (₹), and all dates and times shall be formatted according to the IST (Indian Standard Time) zone.",[],[],[],FALSE,medium,"['Inspect the codebase to verify that UI text is stored in resource files (e.g., JSON, properties files) rather than hardcoded.', ""View a product price and an order total, and verify they are displayed with the '₹' symbol."", 'View an order timestamp and verify it is displayed in IST.']"
777,REQ-1-089,Functional,"The mobile applications shall request necessary hardware permissions from the user. GPS access is required for both customer and rider apps. Camera access is required for the rider app (for POD) and vendor app (for product images). If a user denies a required permission, the application must handle it gracefully by displaying a message that explains why the permission is needed for a specific feature to function.",Platform Core System,"The customer and rider mobile applications shall require access to the device's GPS. The rider application shall require camera access for Proof of Delivery photos. ... The applications must gracefully handle cases where hardware permissions are denied by the user, explaining why the permission is needed to enable the feature.",[],[],[],FALSE,high,"['On first use of a location-based feature, verify the app prompts for GPS permission.', 'Deny the permission. Verify the app shows an explanatory message instead of crashing.', 'As a rider, attempt to complete a photo POD without camera permission. Verify the app explains that camera access is needed.']"
778,REQ-1-090,Technical,"The system shall integrate with the following specific third-party services: Razorpay for payment processing (using server-side SDKs), Mapbox for all mapping and location services, Firebase Cloud Messaging (FCM) for mobile push notifications, and AWS Simple Notification Service (SNS) for transactional SMS messages.",Platform Core System,"The platform shall integrate with the Razorpay payment gateway via server-side SDKs, Mapbox APIs for location services, Firebase Cloud Messaging (FCM) for push notifications, and AWS Simple Notification Service (SNS) for transactional SMS.",[],"[""The system is dependent on these specific third-party providers.""]",['REQ-1-008'],FALSE,high,"['Verify that the payment module uses the Razorpay SDK.', 'Verify that maps displayed in the apps are served from Mapbox.', 'Verify that push notifications are routed through FCM.', 'Verify that OTP SMS messages are sent via AWS SNS.']"
779,REQ-1-091,Technical,"All integrations with external third-party APIs must explicitly specify the API version being used to prevent unexpected breakages from provider updates. For critical integrations like the payment gateway, the CI/CD pipeline shall include contract tests to validate that the structure of API requests and responses matches the expected contract, allowing for early detection of breaking changes.",Platform Core System,All external API integrations must be versioned to ensure backward compatibility and stable operation during third-party updates. The system shall implement contract testing for critical third-party APIs to detect breaking changes early.,[],[],['REQ-1-090'],FALSE,high,"['Review the code for third-party integrations and confirm that API versions are pinned.', 'Review the CI/CD configuration and confirm the existence of a contract testing stage.', 'Intentionally break a mock response for a third-party API and verify that the contract tests fail.']"
780,REQ-1-092,NonFunctional,"The system shall enforce secure and standardized communication protocols. All client-server communication must use HTTPS with TLS 1.2 or higher. Real-time features like live tracking and chat must use the Secure WebSocket (WSS) protocol. The data interchange format for all APIs must be JSON. All public-facing APIs must be versioned in the URL path (e.g., /api/v1/).",Platform Core System,"All communication between clients and the backend shall occur over HTTPS/TLS 1.2 or higher. Real-time communication for tracking and chat shall use the Secure WebSocket (WSS) protocol. The standard data format for all API requests and responses shall be JSON. All public-facing APIs shall be versioned (e.g., /api/v1/).",[],[],[],FALSE,high,"['Use a network analysis tool to confirm that all API traffic is encrypted over HTTPS.', 'Confirm that WebSocket connections for chat/tracking are established using WSS.', 'Inspect API responses and confirm they are in valid JSON format.', 'Check the API Gateway configuration to verify that endpoints are prefixed with a version number.']"
